Place,Bib,Name,Time,Gender
616,57746,Thulani MATSHOBA,07:20:23,Male
617,7022,Neil BROWNING,07:20:27,Male
618,49517,Robert FIFORD,07:20:34,Male
619,12351,Nicolas LE ROUX,07:20:38,Male
620,28843,Wandile MBONYA,07:20:39,Male
621,44758,Nkosingiphile MSIYA,07:20:43,Male
622,57964,Zuko KAMBULA,07:20:43,Male
623,22129,Mthetheleli ZWANE,07:20:43,Male
624,25789,Honest MUCHENJERO,07:20:43,Male
625,49107,Maoto MADUANA,07:20:45,Male
626,54160,Cyprian CHILIZA,07:20:47,Male
627,35478,Thabang MALATJI,07:20:48,Male
628,56271,Karabo Gabriel NKACHELA,07:20:52,Male
629,49324,Luyanda CHIYA,07:20:53,Male
630,48780,Mthokozisi MTSHALI,07:20:59,Male
631,30345,Ndumiso NENE,07:21:01,Male
632,55993,Christopher FILER,07:21:08,Male
633,37541,Katie SLOANE,07:21:08,Female
634,12302,Tonderayi SHONHIWA,07:21:13,Male
635,44989,Sihle NGCOBO,07:21:16,Male
636,39897,Tshepo SHUBANE,07:21:17,Male
637,20722,Ewoud GROBLER,07:21:17,Male
638,34440,Skhumbuzo LUBISI,07:21:22,Male
639,39510,Charles Michael MKHONTO,07:21:26,Male
640,15176,Dawood CASSIM,07:21:32,Male
641,48101,Stuart FITZGERALD,07:21:36,Male
642,55841,Pumzile MZINGANYA,07:21:41,Male
643,57113,Gareth NICHOLSON,07:21:42,Male
644,9163,Lucky MASHAU,07:21:45,Male
645,53297,Croyden WILLIAMS,07:21:45,Male
646,27117,Thulani GUMEDE,07:21:46,Male
647,38438,Tiyiselani Leonard RIKHOTSO,07:21:49,Male
648,54206,Tumelo MAJOROBELA,07:21:53,Male
649,36400,Aaron DUFFETT,07:22:01,Male
650,43416,Dinekhi BUTI,07:22:02,Male
651,17107,Mulutanyi Stanley SEISANI,07:22:02,Male
652,24965,Jack MACDIARMID,07:22:09,Male
653,20761,Tshokolo MONELO,07:22:15,Male
654,43028,Daniel MEINTJES,07:22:19,Male
655,56532,Pavel BABENKO,07:22:19,Male
656,50582,Jannie HORN,07:22:20,Male
657,58879,Steven SADIE,07:22:24,Male
658,48028,George MPHATOE,07:22:24,Male
659,24307,Simthembile SIBEZANI,07:22:27,Male
660,12343,Sifiso Simphiwe MDUNGE,07:22:27,Male
661,10555,Lungelo GABUZA,07:22:28,Male
662,35644,Lachlan ARTHUR,07:22:29,Male
663,7625,Siyanda GEBASHE,07:22:30,Male
664,36510,Daniel STAPELBERG,07:22:38,Male
665,19563,Bennie ROUX,07:22:38,Male
666,21103,Steven MKHIZE,07:22:39,Male
667,15671,Darren ROSSOUW,07:22:39,Male
668,14982,Fusi PETRUS,07:22:42,Male
669,30302,Bonga MVELASE,07:22:44,Male
670,58540,Peru FOURIE,07:22:51,Male
671,17753,Sphiwe MBULI,07:22:56,Male
672,50667,Georvine PRIM’S,07:22:59,Male
673,56726,Patrick BANDA,07:23:03,Male
674,9092,Melikhaya MSIZI,07:23:05,Male
675,32882,Musawenkosi MBUTHO,07:23:07,Male
676,32897,Vusi NHLABATSI,07:23:09,Male
677,41506,Mapiye MAPIYE,07:23:12,Male
678,43671,Samuel MANDLAZI,07:23:15,Male
679,21868,Andile Petros NGCOBO,07:23:17,Male
680,25451,Masilo RAKGOALE,07:23:20,Male
681,11646,Billy MAKATE,07:23:20,Male
682,39941,Steven DIKOBO,07:23:20,Male
683,26885,Archie MALINGA,07:23:21,Male
684,32274,Kgwadi MOKWENA,07:23:25,Male
685,46376,Maxwell NZIMA,07:23:27,Male
686,47888,Tembelani GAYIYA,07:23:30,Male
687,39700,Senzeko NXUMALO,07:23:31,Male
688,14161,Moses LEREDI,07:23:43,Male
689,36521,Mdumiseni ZONDI,07:23:43,Male
690,26765,Kurt GREAVES,07:23:46,Male
691,56806,Hofney MABUZA,07:23:46,Male
692,42390,Bushy MONTSO,07:23:48,Male
693,8711,Jean MYBURGH,07:23:48,Male
694,33740,Necktie BANDA,07:23:51,Male
695,57445,Jerry NKOSI,07:23:53,Male
696,52198,Clement HLALELE,07:23:53,Male
697,47155,Vadim YANGIROV,07:23:53,Male
698,23387,Thabo MATANZIMA,07:23:55,Male
699,9901,Andile MLAMBO,07:23:58,Male
700,56574,Godfrey GABOINEWE,07:24:04,Male
701,59666,Paulos PHUNGULA,07:24:05,Male
702,22590,Vongani MASHILE,07:24:07,Male
703,18957,Nelson KGANYAGO,07:24:12,Male
704,17969,Thabo LENONG,07:24:13,Male
705,30836,Sibongiseni THUSI,07:24:14,Male
706,27831,Simon MOTLOUNG,07:24:15,Male
707,38273,Motingwe MORE,07:24:19,Male
708,56767,Konstantin DOBROLIUBOV,07:24:21,Male
709,7692,Mokete MOKEKI,07:24:27,Male
710,58688,Dmitrii KHADIKOV,07:24:33,Male
711,15590,Merchandt LE MAITRE,07:24:33,Male
712,22602,Bongani BILANKULU,07:24:35,Male
713,23312,Doctor SIBANYONI,07:24:38,Male
714,44632,Mphegele MAAKE,07:24:44,Male
715,53095,Kevin VINE,07:24:45,Male
716,31259,Rhett FLANAGAN,07:24:50,Male
717,22889,Thembile GUSAWA,07:24:51,Male
718,36716,Nceba SAM,07:24:51,Male
719,39554,Simphiwe SITHOLE,07:24:53,Male
720,41561,Siyanda SIKHOSANA,07:24:57,Male
721,56756,Abram HUGO,07:25:02,Male
722,48914,Khanyiso MAJULA,07:25:07,Male
723,49999,Nkululeko Mfanafuthi MJOKA,07:25:09,Male
724,29196,Zothile MOTO,07:25:09,Male
725,33616,Blessing KUNENE,07:25:13,Male
726,43760,Lehlohonolo SETLOBOKO,07:25:13,Male
727,13314,Dean PRESTON,07:25:14,Male
728,55778,Raphael NDLOVU,07:25:16,Male
729,31401,Katlego NKWANE,07:25:25,Male
730,10985,Vulindlela Petros ZWENI,07:25:27,Male
731,55639,Emmanuel Rhandzu MAVUNDA,07:25:28,Male
732,49065,Cameron FISHER,07:25:30,Male
733,52748,Marga PIENAAR,07:25:31,Female
734,12380,Mulalo MAMMBURU,07:25:31,Male
735,41830,Anathi NGELANGA,07:25:32,Male
736,30579,Meshack SOGO,07:25:38,Male
737,31960,Sifiso MATHIBELA,07:25:39,Male
738,52950,Bonginkosi NOLUHLAZANA,07:25:43,Male
739,48090,Xolani MTHEMBU,07:25:43,Male
740,59132,Mikhail EBRIL,07:25:44,Male
741,40928,Horacio RUIZ GUTIERREZ,07:25:46,Male
742,45562,Ahmed NAWAB,07:25:48,Male
743,51617,Carla Ashleigh JOHNSON,07:25:52,Female
744,36565,Refilwe MOILA,07:25:52,Male
745,20871,Scelo LUHLONGWANE,07:25:58,Male
746,59947,Kobus BOSHOFF,07:26:01,Male
747,19671,Mandlenkosi DUMAKUDE,07:26:04,Male
748,32337,Celimpilo MFEKA,07:26:07,Male
749,4381,Nditsheni Alfred MATHOBO,07:26:10,Male
750,34354,Tlhamosing Thabiso MADIGAGE,07:26:12,Male
751,41402,Алексей КАПТЮГ,07:26:15,Male
752,23339,Lwandile NGOBE,07:26:16,Male
753,35322,James NEWMAN,07:26:19,Male
754,44926,Cherotich COLLINS,07:26:23,Male
755,32395,Sunnyboy SELEKO,07:26:32,Male
756,13364,Pule LUVHIMBI,07:26:33,Male
757,52684,Jonathan LADSON,07:26:35,Male
758,30605,Sicelo NGOBESE,07:26:35,Male
759,21780,Xolani MSOMI,07:26:36,Male
760,16879,Sanele Alexandra GANTSA,07:26:38,Male
761,11584,Mjabuliseni SYDNEY MLAMBO,07:26:41,Male
762,42702,Lucas MONAMA,07:26:41,Male
763,31184,Frederick S SHABALALALA,07:26:42,Male
764,35199,Rabelani KHAKHU,07:26:44,Male
765,35379,Malebongwe NTUTHU,07:26:44,Male
766,36200,George MOOI,07:26:45,Male
767,33927,Maama MOSHOESHOE,07:26:47,Male
768,35289,Khulekani Walter MOLEFE,07:26:49,Male
769,31130,James HUGHES,07:26:51,Male
770,47030,Sinethemba ZONDI,07:26:53,Male
771,55000,Jean-Marc LARCHE,07:26:56,Male
772,44922,Keith CLOVER,07:26:56,Male
773,55812,Bongani NGOBESE,07:26:58,Male
774,56328,Carel LAUBSCHER,07:27:00,Male
775,31452,Alfred MAHLANGU,07:27:01,Male
776,25626,Sifiso SHANGE,07:27:03,Male
777,57747,Gontse Christopher DIPHAGWE,07:27:06,Male
778,33025,Mokoena DANIEL,07:27:09,Male
779,29754,Tsenoli TIHELI,07:27:13,Male
780,29558,Trevor SALZWEDEL,07:27:14,Male
781,59351,Tshinyadzo MUDAU,07:27:15,Male
782,51334,Daniel DE WET,07:27:18,Male
783,59353,Mbuso DLAMINI,07:27:22,Male
784,14195,Matthew ARGALL,07:27:23,Male
785,55419,Buti NAMO,07:27:24,Male
786,51646,Nkonzo MALINGA,07:27:27,Male
787,35931,Denus NCHABELENG,07:27:29,Male
788,36525,Dineo MANAMELA,07:27:33,Female
789,37496,Ntuthuko Nkululeko MBATHA,07:27:35,Male
790,10026,Sbusiso ZONDI,07:27:39,Male
791,41912,Sonwabile RADEBE,07:27:42,Male
792,53181,Shannon BLANKFIELD,07:27:44,Male
793,13812,Stanley MAKHAMBA,07:27:47,Male
794,36533,Vakele JAMILE,07:27:54,Male
795,45912,Sibabalwe MKANZI,07:27:55,Male
796,14471,Lindi GEORGIOU,07:27:58,Female
797,7761,Stuart HILL,07:28:01,Male
798,6940,Shaun SIMPSON,07:28:01,Male
799,36773,Thabani NGCOBO,07:28:01,Male
800,1517,Olebogeng Andries MOGOJE,07:28:02,Male
801,52924,Xolani HADEBE,07:28:06,Male
802,36974,Sifiso ZIMU,07:28:09,Male
803,8814,Puseletso MOLOI,07:28:10,Male
804,34762,William KLOKIE,07:28:11,Male
805,22556,Gregg DARDAGAN,07:28:11,Male
806,57736,Tumelo Magere Sedibe MALAPANE,07:28:12,Male
807,59609,Myles KRITZINGER,07:28:14,Male
808,59410,Mfanufikile CHAGI,07:28:14,Male
809,34873,Sandile MADLALA,07:28:17,Male
810,34542,Farai MJEGULI,07:28:18,Male
811,34427,Dawid ANDREWS,07:28:18,Male
812,10283,Gerson SHIRINDA,07:28:20,Male
813,42083,Promise NDLOVU,07:28:20,Male
814,16590,Sipho MARIMA,07:28:25,Male
815,57089,Sphesihle NGOBESE,07:28:26,Male
816,59606,Hannah TRAYLEN,07:28:26,Female
817,54756,Norman RALUTHAGA,07:28:30,Male
818,44857,Thinus DE VRIES,07:28:30,Male
819,21356,Sithembiso Abraham CHONCO,07:28:32,Male
820,53760,Grahame GOODMAN,07:28:33,Male
821,43369,Nkosikhona DEBE,07:28:34,Male
822,59397,Johnny MOKGOKO,07:28:38,Male
823,16539,Ross MORUM,07:28:39,Male
824,59657,Bhekani MHLONGO,07:28:41,Male
825,49808,Sibusiso MBAMBO,07:28:42,Male
826,45277,Malcolm ISAACS,07:28:47,Male
827,21299,Shane LETSOALO,07:28:48,Male
828,25598,Sivuyile MPEKELANA,07:28:49,Male
829,46968,Mabushi TJIE,07:28:49,Male
830,28840,Phendukani MTHEMBU,07:28:49,Male
831,46939,Alexey EROSHENKO,07:28:51,Male
832,12690,Celani NTIMBANE,07:28:58,Male
833,46661,Elias MATLOU,07:28:59,Male
834,46558,Topi THITHITHI,07:29:00,Male
835,22071,Samuel Mthetheleli ZIDE,07:29:00,Male
836,57753,Siphamandla BIYELA,07:29:02,Male
837,24529,Jenny CLOSE,07:29:04,Female
838,28712,Colly Ronald MAHUMANI,07:29:08,Male
839,46017,Winstone MASANGO,07:29:13,Male
840,41281,Christopher Samson KAFODYA,07:29:24,Male
841,15710,Michael LEWUS,07:29:25,Male
842,58148,Aleksei SHCHETININ,07:29:34,Male
843,46964,Sanele DLAMINI,07:29:36,Male
844,58468,Dmitrii KRENDELEV,07:29:39,Male
845,36320,Simon RADEBE,07:29:40,Male
846,41320,Jacques NEL,07:29:41,Male
847,43759,Mpho NAILANA,07:29:44,Male
848,25069,Lizalise PHIMPI,07:29:46,Male
849,18204,Lesiba MMOTLANA,07:29:47,Male
850,51542,Innocent NYAWOSE,07:29:49,Male
851,10517,Lindt DE LA PORT,07:29:50,Male
852,50726,Lebohang RANTSATSI,07:29:55,Male
853,35206,Mpho MAKHADO,07:29:56,Male
854,59678,Christoffel VILJOEN,07:29:56,Male
855,19574,Itani TSHIVHANDEKANO,07:29:58,Male
856,15953,Mb MHLANGA,07:29:59,Male
857,17131,Saah NGCOBO,07:30:01,Male
858,29739,Prayer MACITHEKA,07:30:05,Male
859,57581,Thabang SHAKU,07:30:10,Male
860,6767,Nkosinathi LOSINI,07:30:12,Male
861,32452,Danie BARNARD,07:30:13,Male
862,34996,Vincent RADEBE,07:30:22,Male
863,34271,Justin SHER,07:30:24,Male
864,35090,Boipelo OREKENG,07:30:26,Female
865,30495,Mkozeni Michael MKHAMBULE,07:30:33,Male
866,33575,Siboniso KUBEKA,07:30:35,Male
867,36535,Phillip TSHEZI,07:30:46,Male
868,21417,Mabuda RAUDZINGANA,07:30:52,Male
869,7698,Themba NGCOBO,07:30:57,Male
870,59095,Carly KENT,07:30:57,Female
871,42320,Phomolo LESHILO,07:31:03,Male
872,48054,Bheki SHWZI,07:31:05,Male
873,45546,Zwivhuya RAMALANZWA,07:31:10,Male
874,49823,Chris CHARALAMBOUS,07:31:18,Male
875,40669,Edison FULANE,07:31:22,Male
876,47125,Solomon Nhamo MUTSIKAMAHWE,07:31:25,Male
877,32947,Lloyd SITHOLE,07:31:35,Male
878,29022,Ntuthuko SHANGE,07:31:38,Male
879,54277,Siphamandla MNGOMA,07:31:42,Male
880,6113,Tim WALWYN,07:31:50,Male
881,57380,Prince MAFOWANE,07:31:57,Male
882,51225,Eduan BURGER,07:32:00,Male
883,47093,Athifhelimbilu MAFUKADUVHA,07:32:02,Male
884,56243,Nkululeko MTSHALI,07:32:03,Male
885,45079,Solice MAKGETLANENG,07:32:08,Male
886,40403,Lebeilwe SEMADI,07:32:11,Male
887,4697,Wayne SCOTT,07:32:12,Male
888,31154,Mariia KOLPAKOVA,07:32:13,Female
889,48888,Sakhile Bafana MLUNGWANA,07:32:13,Male
890,38072,Seboni RABALOI,07:32:16,Male
891,25900,David MAFOKWANE,07:32:17,Male
892,27241,Simphiwe Mshishi MNGWENGWE,07:32:19,Male
893,37306,Nsikelelo MKHIZE,07:32:21,Male
894,50534,Siyambonga VUTULA,07:32:21,Male
895,33744,Sinethemba LANGE,07:32:25,Male
896,41403,Simo MATHYE,07:32:26,Male
897,49531,Zariel MOKOTJO,07:32:30,Male
898,43253,Mxolisi MAJOLA,07:32:32,Male
899,24039,Mamala Annah MAPONYA,07:32:32,Female
900,27320,Tyrone PULLEN,07:32:47,Male
901,48634,Xolani SIBIYA,07:32:52,Male
902,38226,Kwena PHOOKO,07:32:56,Male
903,35551,Joseph MCHUNU,07:33:02,Male
904,36647,Sithabiso MTUNGWA,07:33:02,Male
905,21096,Amos MSIZA,07:33:10,Male
906,34630,Jody TAYLOR,07:33:12,Male
907,36153,Godfrey NXUMALO,07:33:17,Male
908,40159,Thabo SEKAJA,07:33:18,Male
909,37056,Andrey NIKITCHENKO,07:33:18,Male
910,33196,Siphiwe MAGUBANE,07:33:34,Male
911,44305,Tsletsi Edwin LEKGELEBANE,07:34:02,Male
912,34460,Sipho MOYO,07:34:06,Male
913,37466,Christopher CHILUFYA,07:34:10,Male
914,46594,Khanyiso MGOLOZELWA,07:34:12,Male
915,10038,Alex MOHALE,07:34:13,Male
916,16981,Wiseman MALI,07:34:16,Male
917,37505,Enock MAMPHOLO,07:34:23,Male
918,24467,Simon SEGAU,07:34:28,Male
919,25277,Catherine MALUNGANE,07:34:30,Female
920,40081,Doctor KHUMALO,07:34:30,Male
921,16697,Mark DINGLE,07:34:30,Male
922,55873,Michelle SPIES,07:34:31,Female
923,44555,Lisa COLLETT,07:34:48,Female
924,41393,Nangamso MLILO,07:34:53,Male
925,14720,Siviwe KOYANA,07:34:55,Male
926,37987,Melusi MAMBA,07:35:05,Male
927,28042,Tiyisela Jeffrey NKUNA,07:35:06,Male
928,39497,Sepitle LESETJA,07:35:07,Male
929,49624,Tyson SIWEYA,07:35:14,Male
930,50968,Njabulo CELE,07:35:16,Male
931,42652,Thobile BUTHONGO,07:35:23,Male
932,30962,Corne PRINSLOO,07:35:26,Female
933,25402,Kenneth LETHOLE,07:35:31,Male
934,45572,Poelo MOKOENA,07:35:38,Male
935,53826,Paulos VUMA,07:35:40,Male
936,52175,Lungani NZAMA,07:35:50,Male
937,46145,Lindizwe ZIBI,07:35:52,Male
938,54253,Denham BOTHA,07:35:55,Male
939,6483,Ferne KALAMER,07:35:56,Female
940,42551,Moshere RAMOGALE,07:36:04,Male
941,29657,Bongani ZINDLANI,07:36:06,Male
942,28725,Thanda SILOANE,07:36:07,Male
943,56829,Joel KUTU,07:36:08,Male
944,9517,Lizel OLDEWAGE,07:36:21,Female
945,25081,Ronald SHIBIRI,07:36:27,Male
946,55261,Malegase Evans MOGASHOA,07:36:35,Male
947,37556,Thomani MANUNGUFALA,07:36:35,Male
948,15065,Madimetja DIKGALE,07:36:37,Male
949,28424,Suprise MAKOFANE,07:36:40,Male
950,56570,Nkosithandile Sanele MVELASE,07:36:44,Male
951,11499,Quinton PRINCE,07:36:46,Male
952,36007,Desmond MAKOLA,07:36:54,Male
953,32160,Nik DARLINGTON,07:37:02,Male
954,48544,Nanye MOFOKENG,07:37:03,Male
955,59743,Ennocent BANGI,07:37:05,Male
956,58889,Jantjie MOLOKELE,07:37:17,Male
957,42765,Ayanda SHABALALA,07:37:18,Male
958,32059,Lethokuhle LETSOALO,07:37:19,Female
959,22871,Mtshali PHILLIP,07:37:23,Male
960,45459,Inga TSEWU,07:37:34,Male
961,39957,Johan VAN DER MERWE,07:37:43,Male
962,36075,Phumlane MAKHAZA,07:37:50,Male
963,49835,Masoi MHLOPHE,07:38:04,Male
964,31667,Justice MAROU,07:38:16,Male
965,43686,Everson NYAMUKA,07:38:17,Male
966,34920,Thato Calvin BUTHELEZI,07:38:19,Male
967,11877,Visent V NDLOVU,07:38:25,Male
968,29382,Ashleigh CROWTHER,07:38:27,Female
969,51496,Sbonelo MTHEMBU,07:38:27,Male
970,33930,Thandokwahke NDLOVU,07:38:33,Male
971,8482,Kenneth LEBALLO,07:38:35,Male
972,44374,Nazeer CASSIMJEE,07:38:46,Male
973,44191,Cornel STANDER,07:38:48,Female
974,59335,Thobani NKOSI,07:38:49,Male
975,30690,Lucky MABIZELA,07:38:54,Male
976,52782,Bongani Sydney MKHIZE,07:39:05,Male
977,43729,Itumeleng TOANE,07:39:07,Male
978,48279,Nkosinathi SHOZI,07:39:09,Male
979,28664,Zuko MBATSHA,07:39:11,Male
980,42842,Sabelo NGCOBO,07:39:12,Male
981,28716,Madumetja MANAMELA,07:39:12,Male
982,18717,Gert BRIENNE,07:39:16,Male
983,7350,Kegomoditswe MORE,07:39:16,Male
984,42010,Harry MARX,07:39:17,Male
985,58820,Oleg IAKOVLEV,07:39:23,Male
986,40569,Lebaka Michael TENZA,07:39:27,Male
987,43069,Tshwarelo MALOI,07:39:27,Male
988,49162,Nhlanhla KHANYILE,07:39:27,Male
989,16727,Siyabonga Henry SHOBA,07:39:28,Male
990,39506,Micheal Mpho THOLAKAE,07:39:38,Male
991,26378,Tlangelani BALOYI,07:39:41,Male
992,34071,Kabelo MAHLAELA,07:39:41,Male
993,11497,Derick MALULEKE,07:39:42,Male
994,11506,Damien LANE,07:39:53,Male
995,34865,Ronny Henry MAWELELA,07:39:56,Male
996,55363,Matthew NDUKWANA,07:40:03,Male
997,55164,Stanley Mkhanyeli MASUKU,07:40:05,Male
998,23324,Msizi SANGWENI,07:40:06,Male
999,55428,Olga SUSHKOVA,07:40:20,Female
1000,22050,Patrick BALOYI,07:40:27,Male
